prompt,completion
1 2 3 4 I m from Galifrey I wish this song were longer 3 Quit the Haterade dude 3 0 30 What does your average teen girl do when she s sick That s right she watches corny cheese tastic 70 s detective shows Beautiful song Does the whooshy sound in the backround remind anybody else of the TARDIS noise,Safe/Neutral
gay better cutest thing everrrrrrrr shaneshaneist that is what they are saying it depends where they live in america everybody share this on facebook and twitter as welll yyeeeeeeeeee so much exstasy CFCNOTBUMMER jonah hill holy shit im so high and thought this was real what drugs is this guy on this is the most annoying thing i ve ever seen just not funny whens the next boston show hahahhahhahh HELPFUL best one saaaaaaaaaaaaaame in Boulder whats the song thats the idea,Safe/Neutral
u my good sir have excellent taste in music my hat s off to you my good man 3 i danced this for my boyfriend it was a success D all the little monsters disliked this video lol OMG TONY D hahaha i work with him _ awesomeeeeeeeee OMG I WISH I WAS HAVING A QUINCIANERA SO BEST COAST COULD PLAY AT MY PARTY im getting my life right now omg YES I WANT HER WEAVE this bitch is bad her world and the rest of you just looking in from the outside hating get it 3,Attacking Behavior
Great My whole day will be great Good morning Long live Public Enemy Ako me neko bude pitaopronasao sam odgovor OMILJENA PEVACICA I don t care Music connecting Sjajno What a style BRAVO Feel to love this Sounds better I think When it needsthere s Zergoth Regards Kako vas samo zaboravih Izvinjavam se What a song Blue widow sounds hard Tako i treba,Safe/Neutral
Funny how a song about loving the little unexpected things about a person can lead people to do the exact opposite Absolutely gorgeous Like oh god shoot me now I can t handle it It s so beautiful and fresh and innocent I love it,Safe/Neutral
what s up with all the angry comments games are for fun 3 Yeah but watching it make me feel like playing myself I mean such a wonderful game and I am not playing it I need to play more games O_o thanks this was awesome I tried reading of a manual of this but it was difficult understanding the weird part Great video D Omg I f love it It s amazing to hear on violin I love it It s really great And the piano that does it I am gonna learn this song for my harp O_O Is this suppose to be scary _,Safe/Neutral
her vagina 15 year old Azealia gift me vbro actually fake but not tits get it right this is fake cause how do the people know that randy orton is gonna return and the bring the big post i have vari arus pegasus segetirio,Safe/Neutral
Does anybody have a 20 so I can throw at the screen love this movie Better than her being killed by Jasper don t you think,Safe/Neutral
Unique tone to your voice Good job honey Wow Amazing,Safe/Neutral
Congrats to all the winners Merry Christmas Special thanks to Chris Keep bringing those awesome vids I love u You are so funny I still have it but no bike Things came up had to let it go I hope to pick one up this year 07 ZX10R in lime,Safe/Neutral
I Love One direocoinLove I pledge Allegein To The Flag And To The Pulic Gary Is Hot I Cheat On My Test Gary is sexxxxxxxxxy Donnell You Da The One That I Think About all day Lov3eeeee She Is Never Crazzzzzzzzzz y Sucks I m Adorable I Love Katy Perry Baby You Light Up My,Safe/Neutral
memepiche Dani is 11 PURPLE a i tiped fast but now he s engaged to Lisa i sense a divorce between shane and shanaynay coming on was Dani even born yet marilyn monroe or dolly parton Im a winner I want sheeres and now hes enga,Safe/Neutral
joke Ronaldo de best Daheck,Safe/Neutral
all drinks on me love this video you guys did a really great job it was amazing well if u dont know me my name is nicole scherzinger an i was really wondering is you guys would do a cover of one of my songs but if not i understand but i hope u can thanks love your videos 3,Safe/Neutral
lol hi guys u suck if u had nba 2k12 u cloud tell that its not nba 2k12 this song awesome why dose it show the cn tower in the back rownd that is good i broke up with my x girl heres the number sike thats the rong number your good just keep working ok but you are good and my friend is name abbi but its spelld like this abby i love this song lol what was that lol what song,Safe/Neutral
Why is misty from Pokemon playing double Dutch,Safe/Neutral
AznElite123 ur stupid XD the vocal is in Japanese tho and thats why you cant play LoL on mac give bro give Kony 1012 when are they coming to San Diego wow the top comments are the same lol As a fellow artist I was devastated when this happened Anth,Attacking Behavior
you have a great voice hey man thanks for getting this out there GENIUS,Safe/Neutral
you broke the fan lol awsome vid It s really cheap and affordable,Safe/Neutral
I love her p lt s finally here yay c such a cute song absolutely lovelovelovelove this Love listening to this at night c chachi killed it beautiful OMG Dude your voice is so perfect 333 where is the love button,Safe/Neutral
l Love this song,Safe/Neutral
I love this songg 3 How dare you put this up Kamden _ YOU RE AMAZING 3 this is really good Don t mind those hate comments all is they are doing are being jealous of how pretty and good you girls are You girls are amazing as hell 0 51 xD Liam He s mine Back off biznatch I love Megan s voice 333,Safe/Neutral
Love this song Where is Cee lo Please make an instrumental for 6 degrees by the script please,Safe/Neutral
background singers garbage this sweet good job tell war i said hey im going on his ish 2 wow amazing voice keep up da good work sweet bitch theyre fighting for you to run ur damn mouth if you fucking dont wan tthem fighting for THE COUNTRY YOU LIVE IN MOVE ELSE WHERE PROBLEM SOLVED ujcruz9654 yuuuuuup,Attacking Behavior
First OMG That Was 6 Words HAHAHAHA lOl THANK YOU the haters should just F Off and Stop HATING Thank You your right,Attacking Behavior
Mad Nicki Haters below in the comments ctfu shitty weather Ugh gantham style or honey boo boo Two topics I dont give 2 shits about,Safe/Neutral
The awkward moment when they are actually siblings Kidding hahah He pronounced it just fine He is singing it how they would pronounce it in church Classic Latin would change the pronunciation of AVE NOSTRAE to ah way nos try though Sooooo sexy Ahhhh my old home field at 1 22,Safe/Neutral
Went to the original by gamma ray Like Juan s version better,Safe/Neutral
Euna Kim T T T T PLEASE T TT Euna Kim 5thing GD PERU DIJO PERU DIJO PERU OOTKKE T T dijo peruu T T OOTKKE T T,Safe/Neutral
Loving Puberty Blues Big Brother,Safe/Neutral
grandpa s a g kid s scarred for life did a line on a curb3 get on his level actually looked longer long lens to me they only cost like 50 11 cents haha butt crack 1 16 he sucks nah marshall winter switched to buster oshea and ty franz switched to jackson casey hahahaha 0 00 yeah you did we got it omgomgomg 1 27 i killed it sd footy 3 hahahaha,Safe/Neutral
Last day of school we did a flash mod to this song 3,Safe/Neutral
ooooooooh myyy GAH P you got this bad boy in action for your viewing pleasure i knew this was gunna be a good video now if he can only get adults to stop crying every one would be happy Exactly well said 6 06 6 12 Maybe Chris Jones just needs to Quit being a little BITCH Every comment below this PIPE THE FUCK DOWN 4 05 bands that make her dance Chinese people are smart as fuck but are taught no common sense,Emotional Distress
did yall know him forreal or you just called him LMFAOOO you got too many contents in yo ego and not enough in yo scalp g im weaaaaakkk LMFAOOOOO NUMBER 7 THO lmfaooo do a drive by on that pussy FSEE,Safe/Neutral
would the foundation be good for people with dry skin you should do a coverr of hummingbird heart beat byy katey perry Where do you get ur lashes how do you get the gems off where did youu get your top so cute3 I m the red head D,Safe/Neutral
ZtotheMills 1 who gives a fuck is the kid talks like that 2 just a few tricks that you probably cant do 3 have you not heard the music to all the other ten billion tramp ski edits 16 in seems like nothing i live in tahoe and we have about 6ft 8ft r,Attacking Behavior
What the hell 28 5 seconds What s up with the freakin waiting room music Did anyone else got chills Omg your girl voice This is perfect I hate my room It s so plain Sorry I can t help it Sweaty armpits Omg yes This is Disturbing I swear I ve seen him before somewhere I love these Ariana and Max Please I love her so much Trevor why She s a legend Omg Why do people hate her so much She s soo beautiful Joey s a cutie,Safe/Neutral
if any one is a faggot its you hey its destinee you should try this but insted with powdered sugar you should play splatterhouse,Safe/Neutral
My cat s fat too But not like that YAY Mama s gonna be ok someone s pissy I CARE ABOUT YOU ADAM LEVINE 3 this is really good D This is an amzing video I will forever love u Adam Levine,Safe/Neutral
homestuckpowered giraffe your name is amaziiiiiiing The beginning kind of sounds like Devil s Dance from ReLoad XD Those hooded figures remind me of the Ring Wraiths from Lord of the Rings I m getting a pair of Steampunk goggles a Hobbit t shirt and a,Safe/Neutral
oh haha real funny gave me chills ms twilight maybe you should learn how to spell teeth before you say somthing so rude umm why are you singing so low This is fucked up cops are fuckin pussys Your ring finger is not your index finger Just to let you know Index is your first finger,Attacking Behavior
real friends make time Lobbbe her 3 love itt,Safe/Neutral
wow 1 dislike Eliza x too much reverb I feel bad that end note into that whistle register was crazy good other than that it lacked emotion her voice is too old in shades of brown on paper from age th3 film for les miserables portrayed fantine s pain a lot better it allowed the audience or at least me to feel for Fantine here I feel nothing did I just write a poem HAHAHAHAHAHA DAFUQQQ Shanty Grande I don t wanna live on this planet anymore,Safe/Neutral
215000000 5555 55555555555 10 1 1 1 37 5 THAI LAND 5555 WishesOnTheEarth,Safe/Neutral
Yhu smell new Yhu taste new too Lmao xD Hes a Crip a Blood and likes to go to church Thtz messed up Lmao You should make choreography for Boyfriend Justin Bieber You got mad talent Ynn Chicago Bulls and Wake Forest hats,Safe/Neutral
will they make another transit like map,Safe/Neutral
This is the most gorgeous I have ever seen your hair look Lisa it s stunning on you and it is NOT short Beautiful cut One of my favorite Suzy Bogguss songs ever An absolutely beautiful song Sad and sweet and captivating in it s honest lyrics and perfect with Suzy s stunning voice Love this I m usually the same way but I agree with you here this is fab Fantastic Can t believe you found this amazing interview Love Robert Smith SO much thanks for sharing,Safe/Neutral
its not alli speed its alli trippy if u like Niki Minaj How come you cant spell her name beacause ull die no one want that You should change the nylah kitty channel name to like Nylah and Bambu Like so they can see when is charles coming back Im French its 1,Safe/Neutral
it s basically pessimistic and optimistic views you tend to find yourself agreeing w one side more than the other actually the reason they haven t is a programming mess up it happens because of the ps3 s complexity apparently you can look it up if you want Daedric anything you have to smith it now but you can find dremora to kill in Mehrunes Dagon s quest they respawn every few days good place for the hearts to forge armor with,Safe/Neutral
lawl funny LOOOOL ahah funnyy this is very good friday night cranks THAT WAS SO AWESOME,Safe/Neutral
Nice review I want to get that gloss but in nude kiss I LOVE TAYLOR SWIFT I have reaper your awesome love christmas as much as you Christmas for the win twinsies lol No offence but the wig doesn t look good on you Not that it would look good on me Just letting you knowbut this is a great videoand your a great role model Plus you re my favorite beauty guru on youtube Sorry for the comment in the beginning cool she doesn t look really good with her hair in a crown braidbut she looks so pretty,Safe/Neutral
disciplining your child in a violent way doesnt teach them anything but to fear their abusers and they dont form a healthy attachment with their caregivers which in turn leads them to distrust individuals throughout their lifetime There are many forms of discipline you can use instead of spanking If a child is hitting other children they more than likely are being treated the same way at home And spanking a child who is impared to understand their actions is abuse in my eyes,Safe/Neutral
ok then u owe me a 1 00 watch this 100 times and he will need to owe us 100 dollers do u play a instament really good This is so cool LOve you song alright,Safe/Neutral
I agree that the use of fur clad models is disgustingly tasteless,Attacking Behavior
Banning bare breasts HA Gayyyyyy,Safe/Neutral
dis is a ugly ass bitch tho this is my shit man i just cant help it man i love this little dude an i dnot care how u guys feel about it i love this song LION KING SWAGG TEAM ROOOOOOAAARRRRRR this gay ass song boi southside 2800 blCK South Jackson is the crimewavers free mine niggas,Attacking Behavior
duran duran amazing,Safe/Neutral
Incredible commercial svaka chast Smoke Nadia you are FANTASTIC Cult classic Havana Kuba extraordinary great music,Safe/Neutral
This is very interesting and with hard work Keep your head up and keep up the good work Thank you Very simple for me Thank you An Awesome piece of work Be blessed and encouraged Thank you for adding this video and singing from your souls Be blessed and keep on singing DeWayne I really enjoyed your singing and may God bless you Keep up the good work A beautiful song of worship God bless you today Thanks for your video post,Safe/Neutral
Muito muito linda e talentosa Uauuu UUuaaaaallllll Loved,Safe/Neutral
Ddotrespect Slim Dunkin it was suppose to be slim dunkins kid he was making a video movie he was gonna do the second part where he was looking for his kid in the second video but his dead now so he cant do it man your a moron meant buy you know theres,Safe/Neutral
its so kool here LOLrandom ChanXDD at 1 17 what the fuck is that click heartattack from the most beautiful noise Happy death i just Love this song liek so much I will always love you c,Attacking Behavior
Ooooooooooh I can t wait THIS IS EPIC This is so cool,Safe/Neutral
jadaA were on utube,Safe/Neutral
haha i saw one of those soda machines a couple days ago and i almost craped my pants haha no matter how many times i watch i always laugh left over bacon 2 15 kitten is at the top right when he is staying stop stop stop ithink of a cat hitting a yarn ball,Attacking Behavior
missy elliot lose control,Safe/Neutral
great video yeah hes not a pedophile lolllllllllllllll looooooooooooooooooooooooooooooooooooooool i just subscribed btw great vid TECHNO like it dude you should be a singer,Attacking Behavior
yea deff not the best in OC im from there happy 4 20 where u guys from this is not DnB whoever put that,Safe/Neutral
Christians VS Atheists who is right My vote Atheists foreva but i wanna hear what u guys think No judging from me if there is no judging from you D I met someone who says that she is abducted by aleins while she sleeps she also claims that she hears voices out of nowhere She doesnt understand the concept of mental illnesses obviously Anyway cool song I like it D did anyone call the number can you see the basket thanks awwww video is horrible but zayne is awesome you are mouthing your words,Safe/Neutral
Who the fuck just shoots everyone in Metal Gear Solid 3 That s what you get for buying trash video games You might of been threatening if the prussians weren t kicking your ass That s the point,Attacking Behavior
charlie thats his real name bn duro ke ta ese tema hygoiug dashie relaxx its just a game yo dashie i inboxed you on facebook READ IT hahahhaa i fuckz with it alredy dislike he kinds of looks like slenderman Fuckz with it i think slender is right at 15 30 he looked kind of dusty,Attacking Behavior
sexy Huyn AAAAAAAAAAAAAAAAAAAAAaa anh dualeo pst clip full i ht ci j zy anh JVevermind vit bng tay tri k anh gay tht k ch thch anh bnh lun dm cai tg nu than tu do nhc nn ging one luv ca andree VIETNAM LOVE STORY ai cho minh ten may bai nhac cai,Safe/Neutral
They don t make em like this anymore she was only going to sniff it then throw it up,Safe/Neutral
Psy is king of YouTube _ I love this song _ Sage Mode Is Super More s Better Then Sharinguns for christmas to see my R I P Brother Timmy One more time so i can tell him i love him one more time nd be with my all of my family without fights nd pain nd get upset or mad Sly you should make lets play far cry 3 3,Safe/Neutral
that rhythm section is so lucky Ages Asian Haha you re exactly what I m talking about douche You even look stupid what a prick purple parents,Attacking Behavior
hes sourrounded by women because he paid them to lol grammar reggae my ass reminds us we re just a rock flying through space imagine if the next meteor was even bigger,Safe/Neutral
N 3 I love the bass it s so deep and electro lish If this was a movie I would pay to watch it P hahah I got a shiny Conkeldurr who wants trade with me i want oshawott i got jirachi yayyy Anybody knows if i can use water instead of solution 2 I spilled it,Safe/Neutral
uwauuuu svaka tebi cast Pa ja i ne kazem da je ona prisiljena Nego su joj roditelji debili koji su je i ubacili tu a ne u neku deciju emisiju koja prilici njenim godinama Ponavljam svi mi kad smo imali 78 godina smo zeleli sto sta al nam nasi roditelji nisu to dozvolili za nase dobro i danas sam im zahvalan jest ima tu neceg D Odlicna emisija pozdrav iz Srbije that song is 00 00 00 30 Sutra u Irigu od 21h Najpametnij psi Ja sam ga imao ziveo je 165 godina Sad sam nabavio novog,Safe/Neutral
dope your other house was better prettier this guy looks like a rapist when the hell do you see a skinny wierdo like this rapping the girl singing killed the song ___,Safe/Neutral
My heart Oh god DxThat was beautiful Ayyyyyyyyyyyyyyyyye sexy lady DI m so jealous What about us Android users,Safe/Neutral
MILF at 1 37 i doubt he does anymore Yo sergio this is the realist and dopest video you have made yet manmuch respect bro eight capital d lol Vanessa is sooooo pretty Why do you still type like a 12 years old on MySpace Nikkinaecanti yeah bro I got rid of it soon afterwards lol watch out babe uh babe really uhh did i mess up lol anybody notice jensi jay far left is wearing high socks with heels lol dez I m going to go cock block lol happily GAY,Safe/Neutral
It didn t shut down just remove the whole video thanks Your using a FN fal right and what attatchments besides dual mag Yeah but wtfffd,Safe/Neutral
5555 If she gets eliminated by YG I am sure JYP or SM will welcome her to their company 2 failed video 5555 paccino 5555 2 2 5 You LIAR Now she is the best Thai politician of all time 5555 9,Safe/Neutral
She s so prettttttty and he s so sexy 0 It s funny cuz he was wearing sandals the whole time Omg I love her already 0 3 White girl better and really pretty GD and TOP 3 thanks for the advise D hahahaha yea but you can t really see their face so yea xD,Safe/Neutral
he reminds me of kurt from glee but 10 times better i wonder if 1D like practice their american accents hahaha that would be awesome ahh they both look so hot i love you guys so much3 we did this ride about two days ago it was insane i loved it 3 they can father my children any day i love them all 3 i want to do this wit my boyfriend to bad hes afraid that if he makes me look ugly on youtube that ill get him back P you guys are mad cute tho3,Attacking Behavior
Ton jeu etait pas en anglais avant On veux un tuto cheveux La musique de fond c est celle dans le bar sur plaza dans bo2 S Cool Le meilleure episdoe,Safe/Neutral
my dick P O B Are A Bunch Of Little Toys And Pussys SNOT From A S K P E F Said That Yeew Bunch Of Faggets stop doing that s sires did it before u toy ass pussys,Safe/Neutral
inspiring song yes Lord every time theirs a problem your always there their always hope salamat ama na minamahal at inaalagaan mo kami lagi Its called YETI not JEDI What are the songs And one more thing That was the best song I have ever heard especially from a beautiful voice She is so talented and if she become a celebrity I would like love her forever,Safe/Neutral
haha omg Het is een goed verhaal maar jammer dat Danny het uitgemaakt had ik vind de badkamer te groot 3 hoelang was je daar mee bezig,Safe/Neutral
Grease anyone Did anyone else notice the people taking pictures at 4 48 looks like youve bred the perfect human Congratulations p,Safe/Neutral
This is so funny I love ya I love that song so much that I asked my teacher if he thought middle school sucked and he said yes because u guys are here LOL guys we forgot our pants lol,Safe/Neutral
Omg i am so happy for you honestly throughout the whole video i was smiling must have looked like an idiot in the end i almost ended up in tears like it was so adorable and you grew up so fast omgogmgomgogmg 3 will be looking forward to that _ the way he s better at applying eye liner than me RESPECT o love the comments x D 2013 finally D Blake Lively PLEASE Dher make up looks so refreshing 3 oh god what XD love this guy XD,Attacking Behavior
This Video made me laugh it s hilarious how these idiots continuosly contridict themselves It is sean connerys voice dick heads Eh yo man you reckon you can email me this mp3,Attacking Behavior
Thanks for the help I ve been doing it wrong the whole time Now I can make sure my baby is clean this is sex Am I the only one that cried like a baby,Safe/Neutral
lukaaaaaaaaaaa 3 3 3 bubaaaaaaa draga dislikes oh you silly people benjaminnnnnnnnnnnnnnnnnnnnnnnnnnnn my dear 3 its not that he is so amazing and the most beautiful soul on earth and his songs are so strong it feels like every song was written for me my life so i dont like sharing him with mainstream people maybe they will change him,Safe/Neutral
i love this song 3 omg practise the words and then sing it RANDOM,Safe/Neutral
This is a great collection from Alexander Wang I miss this show I only watch The Hills because of Lauren Conrad I miss seeing her on TV I just love Kelly Clarkson She s inspiring and amazing One of the few best Christmas songs ever,Safe/Neutral
LOL OMFG THAT SO SCARY OOOOOO,Safe/Neutral
Woot Prick YOur so annoying in that video You got burnsied You sound like a 6 year old Whats that E E EE You sound like you have down syndrom Retard,Safe/Neutral
Killer sounds like Michael Cera Kinda funny,Safe/Neutral
david you are soo right not to mention funny as hell i got here from a wong fu video WES KILLED PHIL just realized the Justin Hughes reference you should make a that girl video D 0 18 in 95 sure ryan s face is on the cover 2 30 i got that kung fu panda reference,Safe/Neutral
Oh my goodness What a wonderful heartfelt story It is so nice to see two people who genuinely care about each other especially in this day and time My husband and I will have been married for 32 mostly awesome years come May 1st 2013 When people ask us what our secret is we always say kindnes respectfulness and laughter go a long way Good luck and best wishes to both of them,Safe/Neutral
It s like a car crash don t wanna look but I HAVE TO Having opposite surgery in 3 weeks So nervous but watching these videos have really helped my confidence Thank you so much,Safe/Neutral
I really like it XD SO clever Bought n paid for off iTunes 3 Much love x CLEVER BAYBEEEEE AWWWWW THATS SOOO MEAN MOVE HIIIIM Ahhh So cool Haha,Safe/Neutral
so cute i miss him she s thai,Safe/Neutral
Fantastic riding Great job,Safe/Neutral
hi ppls waz up hows life lol i luv yall i will also miss all my pallys im going to miss u guys so so much sharonelisesamanthajanaamicelestealiyahaaronjadecorey and maybe cameron hello every1 sorry for not coming on plenty feel bad anyhuw adios c my youtube account got hacked can that happen o,Safe/Neutral
la isla bonita od madone Iako je ovo parodija glupa si ko kurac Nenormalno se pie zajedno Slaem se sa tobom ali nisi u pravu to se tie pravopisa Good luck you go girl D Odlino Nadam se da ete uskoro u NS it s a pony tail P I m from Serbia and I m watching this to learn Russian better it s the best way D OENI ME TIPINO SKRNAVLJENJE DUA ME BOLI This is the best song ever Hahahahhaha D so true How to downoald this odlina,Safe/Neutral
I ve loved Duran Duran for a long time and I think this is a great song I do disagree with the cruel practice of wearing fur though Hence I could do without the video but I will keep on enjoying the song,Safe/Neutral
no uncensored version someone send me a link if u got one oh and the things id do to mya lol its all true lol he wasn t a zombie he was tripping on a new drug that just came out there is a few more incidents like this one id fuck her lol then great job dude how the hell do you come up with this shit are you minecraft einstein i have always wanted to get one of those I LOVE YOU RACK CITY BITCH,Attacking Behavior
A dolla make me holla honey boo boo D i still have the 3G xD haha Whats that box that you hook up to your iPhone and it prints out your pictures called,Safe/Neutral
Bets 128gb ipad When does it end Gizmo sent me Ps vita,Safe/Neutral
Der song ist Geil Das Lied ist Geil und sie ist auch Geil Heheh Geil alle poliziesten suchen die frau und nicht Takagi Lol Sie ist dmmer als mein schwester Feeter Bied,Safe/Neutral
I freaking LOVE THIS SONG That was good 4 a 9 year old but ur voice hasn t matured enough yet This made me cry it sucks that people bully until it drives them 2 suicide I hope the people who bullied her feel terrible and they know it s they re fault U should b lead singer in victorious instead of victoria justice My finger had a baby Rats just dumb DUMBLDORE Ron Ron Ron Weasly VOLDEMORTS NIPPLE Luv it this is a unforgettable song i memerized the words after 2 times of listening to it,Attacking Behavior
OH DIOS MIS ODOS ESTN TENIENDO ORGASMOS ASDKALSDKALSJDLKASJDLKASJDLKASJDLKASJDAS belibiber WUT En mi caso hay canciones de Justin que no me gustan o no me llegan Pero por eso no voy a ser belieber Estas cerrada de mente nobody s care,Safe/Neutral
Hahahahahha Can t stop laughing Next time Keep the camera still I like it Thankk U Love Love LOVED It x OMG She is so cute You go Lexi this made me smile 3,Safe/Neutral
wooterz Reality hit 559 people hard 1 10 LOLMAO C x2G x2A x2 F x2 in the background D TROLOLOLOLOLOLOLOLOLOLOLOLOLOL thats ftw L a i dont like the olympics either This Geeza PotentialFWTWFFWTFWFWF Viewed by 33272 accounts of Syndcate Masturbation Bisexual making cupid 0_0 Who else just searched loud music and saw what came up Fischio bambino P Noob put a download link Nobody cares I think he s on about zombies P First comment of 2013 FTW,Safe/Neutral
wooooow It s a poisong a correr a travs de mi cerebroy simplemente no puedo contenereste sentimiento que permanece Thanx for the music Thanx for the hairstyle Thanx for the music Thanx for the Garbagestyle Super Like the Halley s Comet A wonderful song A great song Podrian haber tocado ellos algn tema de Soda o de Gustavo De esa forma demostraban un verdadero compromiso Saludos a todos los que estamos con l G C Gracias Wooow,Safe/Neutral
i swear justin godsey is just a god D you guys are frikkin amazinggggg D i love stephennnn i absolutely love sean malto D hes the cutest thing aroundd DD sean malto is just perfect oh sean malto hes just amazinggg luckyy his songs make me happy he sneezedd lol so cute hes an awesome skater,Safe/Neutral
Theres no need for a dubstep the worlds biggest bass attack comes halfway through the original what a loser,Safe/Neutral
wtf avengers Of course they show how many views not how many dislikes nooo Black Ops 2 PS3 I win PS3 Ps3 PS3 Controller PS3 t shirt size medium Psn rizo8914 Ps3 You re lucky man i got school tommorrow,Safe/Neutral
40 likes and ill do a cover of this to my crush 33 Me you bed now Get in me Thought there d be screaming Still amazing doe 3 When mynameisb4tmans perfect harmony makes me smile 0 41 RELEASE THIS BODY YOU DEMON This song has YOLO all over it Every time he crys he says I love pasta,Safe/Neutral
I need to the song at 13 20 it is so fucking good We all float down here The original version of Swagga is actually a dubstep song Datsik released a Trap remix Did he really just start mocking Piers Morgan Talk about an imbecile the guy knows Piers is so much more intelligent than him that he won t even let him speak Thanks much appreciated,Attacking Behavior
now i know why my mom does not let me watch movie like harry potter and other movies what hotel is that is this the real Kendall and kylie and if it is you guys are so pretty oh cool thanks i didn t know that,Safe/Neutral
Could u install a game from disc 2 and play on disc 1 Brand new game Die I thought it was a girl at first,Safe/Neutral
que bonito the Neverending Story I I just can t picture Ulquiorra singing this Disney Copy paste watthefuck 2 04 JAJAJAJAJAJAJA me encantan tus videos y la forma en que hablas y explicas ay esto es una peor inversin que el plan colombia I asked you second UUUUUUUUUGGGGGGGGGGGGGGG cut 4 bieber was a 4chan joke,Attacking Behavior
NaaIt Just Had an OrgasmThats How Awesome This Song Is i Thought Pendejo MentDumbass orStupid Anyone else think of Walter form breaking bad when Max shaved his head lol 0 25 i love Krist s reaction to kurt s intro god can you imagine how much he misses Kurt,Attacking Behavior
Only Russians can dodge shrapnel Am i not the only one that notices that other countries use ramps to launch there jets off the carrier Is every one in China the same height Its alright Sydicate i watch ur 30 min videos It is charlie chaplin guarantee that cop goes home and runs his own foot over so he can sew the Ferrari owner NOOOO ill be in basic when you guys start releasing videos Wait u cheeky bastard Sjin you were already given a half Y are people flagging u,Safe/Neutral
Didn t inuyasha brake the demons sword when he was battling him how d he get them back So cute Remix This sounds terrible id rather read the subtitles U can t kill the main character Another bitch slap 5 15 Damn Nice I can t stop watching this He went off the freaking chart So even if the dead come back to life like in dem zombie movies yo ass ain t gon be nowhere Tht is fucking gross The green haired guys is pretty hot I loved all of them That was hot they both killed it,Attacking Behavior
Only 3feeds She can barely breathe because she is so thick she will have a cardiac arrest Keep 3 Chuck Norris D Awesome 3 Whu dislike when u can like this is awesome D,Safe/Neutral
Two cute and funny guys PERFECT The boy s kinda cute I meant that you re so hott My mistake No no no You call ME No maybes about it Justin Beiber had some pretty nice looking cars in that video I think that was the only thing that I was looking at,Safe/Neutral
i lovve this song There is Herobrine I saw him I m from Thailand do more how does the autobots know English I love America PIGMAN HAVE ENCHANTED SWORDS,Safe/Neutral
Good luck aganist the zombies Tim hope your gun dosen t malfunction again dumbass Was this filmed in Africa Fuck Jews,Attacking Behavior
Songs like this you sound really turn your voice down a notch It s too loud in the first verse Awwwwwww He looks like her dad Tawny from Even Stevens That s your funeral Johnny B Pretty Love the color Where was Daesung They re still small Really cute Love Solange Terrible cover I don t know why she sings Why is she still singing Sassy This song is great for anime Finally a haircut,Safe/Neutral
PROM NIGHT great your not the killer FOREVER ALONE why is this negetive,Safe/Neutral
Aj the bum jkjk D Nice vid bro,Safe/Neutral
UR SO HOT This is so fucking hilarious actaually everyone of ur videos is hilarious DREW MALINO UR SO HOT Hahahahahahahaha you made me freakin laugh D,Attacking Behavior
german scheisse video that is all I have this Jeep but 1992 and manual 162000 miles 260000 km and still running strong Get 4 0l engine not the 2 5,Safe/Neutral
WHAT HAVE YOU DONE FRANK Humans are not the strongest or the fastest but we are the smartest and we need tools,Safe/Neutral
And bullshit so you suck dick much,Safe/Neutral
My best video ever is coming up soon Look out for it,Safe/Neutral
Diablox9 est radin Trop bien ton serveur est ce que tu a sitt Dada tu peux me dbanir sur dadcraft stp je m appelle hunterdemon stp dada tu serai trop sympa non il n y a pas de risque je vien avec un policier xd il a beaucoup d arme mdr ptdr mdr sa fait trs mal a l anus ptdr oui il y a un multi mais il est bof sa c est bien dit sa serai marrant que voys rencontrer des suevuvats xd poi je suis le fils de cortex xd c est quoi ton gamertag stp merci,Safe/Neutral
What is the anime with the blonde hair d chick Is it just me or does the first little bit sound like SAO opening Why is Pajama Sam Ganta Wow REKKON IS NUMERO UNO,Safe/Neutral
I LOVE YOU PVP I LOVE YOU GUYS your gay get a life is hoe your videos suck seman your gay for putting this up your getting boring your shows are terribale smd your crap your fake,Safe/Neutral
You are great dude Awesome playing Its a stratocaster I might for my next vids We ll have to see High school doesn t suck if you re really popular and have lots of friends Unfortunately for the rest of us it s Hell,Safe/Neutral
Hey Verbeek hij klinkt lekkah D And thats right Celtische muziek blijft ook zeer mooi ook he Makelijk gezegd voor mij VROEGAH TOEN WAS HET ZWAAR RELAXT D D D Holland Hardcore geordiegabbamafia orgCrazyes hardcore from england,Safe/Neutral
your awesome keep the videos coming xxx,Safe/Neutral
thanks for the advice and you re welcome this is beautiful great voices piano great everything great job wow this is REALLY good Nice job i have a question for you whats the highest note you know whenever i look up fingerings online they only go up to high c and i know there are higher notes than that so can you help me how did you get the dialogue in it,Safe/Neutral
its a new gt by the way can i join I Only Did This Video Because Of People Saying That It Was A Screwjob Not Me Alot Of CM Punk Fans And IM Happy That Rock Won You Suck You Suck You Suck can you invite my new gt in ratedrhproject Over The Limit Is In October And I Liked And Favorite,Safe/Neutral
2012 hey youtube haven t made a video beacause my webcams broken then my laptops charger broke im currentl borroring my mums computer put any way i saw a videoabout an idiot who didn t know what a leap year was so i will explain it the earth orbits around the sun and it takes 365and a quarter days for it to make a full orbit so every 4 years there is a leap year where a day is taken away to make up i are smurt,Attacking Behavior
ja voll HA GAYYY Like 3 40 i would say HEIL,Safe/Neutral
