prompt,completion
Yes I have lots of negative thoughts and suicidal thoughts but it seems lots of ppl on Here are not understanding or supportive so it s a little upsetting especially since I m really needing help and support yes suicide is a very real thing thing for me,Suicidal Reference
Suicide is very real for me as well I am a suicidal person I ve had many failed attempts some I don t know how I survived I idealize it on a daily basis I ll run through my head how I m going to do it so that next time it works I fantasize about death and dying When I hear of someone making a attempt and succeeding I get envious and jealous I just long for the day when I ll actually be able to Rest In Peace and not hurt the way I hurt or feel the feelings that I do I also get envious and jealous of people who don t have the struggles of being suicidal because sometimes I think it s not fair but I try and accept it for what it is and I work super close with my therapist once a week to try and change my thinking when I start to go down the suicide road But for the time being I made a pact that I have to be here for my girls dogs because nobody will take care of them the way I do Keep your head up beautiful and know that you are not alone and we are warriors who battle wars most people couldn t fathom fighting and we make it one day at a time It s not a good feeling to be suicidal but it is real and there is support out there we re not alone Keep your chin up hug,Suicidal Reference
Ah ok We didn t have access to music cords can be used for asphyxiation I missed having a support system after I got out I had to fend for myself again in the hospital I just showed up to meals I missed having people that got it we would be genuine in our laughter about our inappropriate jokes about where we were having very frank discussions about what brought us there etc I didn t have to hide anything everything was on the table out in the open Suicide attempts mania hearing voices sex addiction drug abuse Things that were taboo in normal society were normal for us And I still miss that I miss being able to be myself even if it was depressed and scared and ashamed I never put on good graces there I miss being safe It took me about 3 weeks before I felt comfortable being on the outside talking to people And I still wasn t completely assimilated I definitely had to put on the happy face and say that I was doing ok even though I definitely wasn t one week in a hospital doesn t cure you it just gives you a safe place to start to heal I dreaded going out to the mall I just didn t going grocery shopping had to do it running into friends haven t heard from you in a while That s because I was in a psych ward I physically felt like I needed to duck to avoid something I was off work for 6 weeks and it would have been longer but I teach and it was the end of the year and all anyone knew was that I was sick My staff was terrific and only 2 people knew where I was it was the best kept secret EVER in that building 2 people out of 120 I will never be able to re pay that debt But getting back into the regular world was HARD It takes time But it doesn t happen For me 3 days was just scratching the surface of my return into society,Suicidal Reference
I was scared of taking meds too but then as a last resort I did and they saved my life Just know you are not alone in your feelings,Suicidal Reference
Whenever someone tells me they got off meds and change their diet use essential oils and exercise first I wonder are you Bipolar because if you are you re manic and get help Sick people never know they re sick until it s too late The psychosis anxiety suicidal ideation and general delusions I dealt with when I was truly sick and everyone saw but I thought I was fine were truly life threatening I thought everyone else was nuts thinking something was wrong with me Bipolar episodes are no joke Chemical imbalances get fixed with chemicals There s a little science for you,Suicidal Reference
Its also an antidepressant I was on it for almost 2years for depression anxiety and ocd I thought it was great until I forgot to take it If I missed a day I was all over the place and would be mentally screwed for the day I was even at the point where I selfharmed which is definitely not me Everyone is different tho,Suicidal Reference
Slow down a little Breathe don t panic Understand that your fights effect your mental status Talk yell cry to your therapist Don t jump back in to the frying pan At least for awhile Are you on meds With bipolar and anxiety disorders sounds like you are If not you might want to consider it with your Dr Now some meds can make you feel numb Did for me anyway I too have bipolar and anxiety disorders along with others Been on many many different med combos and have had the numbness Talk with your Dr therapist Let them guide you Have also been in abusive relationships whether it be physical emotional or being abused mentally They all mess with your disorders Clear your head before making any major decision in regards to hooking back up with him Is it worth it You need to take care of YOU Talk to yourself ask yourself questions Answer yourself Yes there will always be good times comforting times but keep in mind the rocky times and again ask yourself if it s worth all that How much can you take But like I suggested talk with your Dr and therapist It helps to get as much input as you can so you can choose what works for you I finally came to the point of saving myself from breakdown And that was after a plan of suicide Good luck to you I hope you get alot of feedback here also You re in my prayers GOD BLESS,Suicidal Reference
Lots of side effects at 300 mg a day But saved My Life Helps with paranoia and suicide thoughts,Suicidal Reference
I bet it will help u Gosh it sure did me You ll over come the side effects enough to realize the benefit being alive I take other stuff too but the paranoia and self harm help is totally credited to seriquil I m not to proud to admit it saved my life Big hug 2 u for what your dealing with I have been there,Suicidal Reference
Ive been where you are Feeling like there is no other option but death is sad and scary Ive been hospitalized quite a few times for suicidal thoughts and attempts This can be a lonely and scary time Please know that all of us care and hope you can get to a healthier emotional place soon,Suicidal Reference
I live in the United States I wish I knew more about your area to help you I m also suicidal at times but I know that my life is worth it and that there s people in my life that love me and they would really be saddened if I wasn t here anymore and that s what I have to keep telling myself Don t be afraid to go to a mental hospital they will help you and get you the right treatment that you need and reinforce those good things that you have about yourself and hopefully change your thinking were you can feel good about yourself from the inside and don t need other people to validate that for you I will be thinking about you and putting you in my prayers feel free to text me anytime if you need to talk,Suicidal Reference
Heyya my father was in the same situation a couple of months ago He felt anxiety breathlessness wanted to end his life but I would recommend you to visit a good psychiatrist and get proper meds meds help a lot due to which he recovered nothing was working for him but the meds helped him in the end And please do not take such a step Life is worth fighting for we are with you,Suicidal Reference
God I m so glad to hear you didn t succeed in your attempt you re going to get help that s the best option If you have not been down the route if institutions counseling before try not to worry they are trained understand I really hope you find some solace peace of mind be very proud of yourself for the courage strength you ve shown in reaching out for help My thoughts prayers are with you be strong God Bless You xxx,Suicidal Reference
There is hope believe u r worth it dont be scared of phsyc ward they r there to help but u must believe ur worth it cause u r There r solutions to problems dont give up U r loved,Suicidal Reference
You are worth living I am so happy that you re at the psych ward that you definitely need to be there honey just to get things in perspective but you can do this we just have to find the right counselor to help you get through it and please don t hesitate to post in this group I m really happy you that you re there and you made it and you re going to get through this,Suicidal Reference
I was in for a month last year for two attempts It was so scary to me but now I am stable and feel really good Hang in there and I will pray for you,Suicidal Reference
This resonated with me You really helped me just now I m close to the edge and I m seriously scaring myself,Suicidal Reference
I was in one about two months ago it s not as scary as you would think there are usually some very nice ppl in there and the staff won t let you come to any harm Just try you re best and tell them what s going on in your life and they will help you they are there to help you it s not a nice place but I definitely needed to be in there at the time as I wasn t safe because I tried to kill myself four times in a short time there is help afterwards too so pls just take the help x,Suicidal Reference
ER If she won t go call a doctor to find out how you get an emergency psych hold You may need to see if she has a medical power of attorney She could be in a depressive psychosis which is no joke Better safe than sorry Don t worry about pissing her off Better she be alive and pissed than dead,Suicidal Reference
I will always just survive day to day Being around others and doing pretty much anything is sometimes an overwhelming effort I have to work a very simple job as I have avoid all stress as it s a serious trigger I don t drive or have any skills due to all my effort being taken up with battling depression and anxiety for the past 20 years I take no pleasure in life and most if the time just want everything to end,Suicidal Reference
I hope it all works out for you I am new to this page A few years ago I had a meltdown at my job and threatened suicide Thank goodness it was a human services agency and they understood that shit But I was out of work for a month and in a psych ward for a week It is only within the last 6 months I have my diagnosis I don t know if I will ever find the real me again Sorry to go off in a different direction but you aren t alone I had to give up records too Hugs and good luck,Suicidal Reference
I have been panicking as shit and struggling to get up from bed but it s because I now drive in a big city go to two colleges and for an 18 year old I never expected having so much independence would be so difficult so I guess it freaked me out but usually the first day of school doesn t freak me out and it s my second year of college I m sure it does have some effect cuz I have never felt so panicky about where my life was going I mean before I ve been suicidal and I always thought it was going to be over soon but I felt ok with that and my thoughts and actions made me cry but it isn t the same as that panic I ve been feeling,Suicidal Reference
So am I and I m slowing dieing inside I wish everyday my heart would just stop beating in my sleep My family just don t know how to deal with it or have their own opinions about me I don t wish this on anyone but it they could experience this for a least one minute maybe they could have a little compassion Complex PTSD Acid Reflux anxity panic attacks COPD Dealing with this alone and been reaching out for help from Dr s and give me anti depressants and anxity meds None work Anxity meds make me to groggy so I don t take them I can t work like this so I have no income Trying to survive physically mentally and financially Getting worse where I m giving up hope to keep looking for the right dr I m exhausted and wore out,Suicidal Reference
Sue I could have written your post My mother suffered from severe manic depression She was delusional She thought people on the radio were listening to her and people on TV were watching her She endured many ECTS and hospital stays She would walk around barefoot during the winter wearing only a thin spring coat while looking for cigarette butts left on the sidewalk It was awful I never had any friends over because I didn t want to have to explain to them why my mother was different than theirs She died at age 54 from cancer My brother was Bipolar too He committed suicide in Feb 2010 because he couldn t stand being in pain all the time from depression I am Bipolar too but fortunately I am not suicidal I struggle with depression sometimes for weeks at a time I m 58 and still trying to find the right meds to help alleviate the depression My brother s suicide has really done a number on me,Suicidal Reference
I find that I get ridiculously angry over nothing like scary angry Then I can be laughing about the same thing an hour later I m constantly tired no matter how much sleep I get I ve had suicidal tendencies before not so much now though I hate everything and everyone and I don t have a filter if I have something to say I say it even when I know I shouldn t I constantly worry about the smallest things yet the bigger things do t bother me as much I m obsessed with detail I need to know everything about everything I m exhausted from trying to act normal,Suicidal Reference
The depressive state of Bipolar 2 can last for days or longer That is dangerous for the person affected because they are definitely at risk for suicide,Suicidal Reference
I never want to relapse but I often struggle with the hospital or home I pretty much always want to die,Suicidal Reference
Get upset and frustrated with today s society suffer with major depression suicide is never off my mind but in this day and age there is no compassion conversation feelings or interaction it s all about I want want want want selfish people is all I can say Sad but true Sometimes a hug is nice,Suicidal Reference
This is going to sound fucked up but I love being hospitalized yes I have been put in restraints given shots woken up at 5 in the morning for blood and miserable while in them but they have taught me so much I hate being in hospitals but I hate leaving them They are pure hell but at the same time I never want to leave It s the one place where I feel safe Where I know I am not going to kill myself because quite frankly I don t want to die I try to kill my self but I don t want to die I have voices in my head who want me to die I am not always in control I am always scared of what I will do to myself and that s why I like them It s a safe haven where people understand and don t think your crazy It s a place where you can not be afraid and learn how to control the things you wish to Yes I do self harm in hospitals but I have people there to help me cope and learn other things to do You learn life skills that you don t find elsewhere I hate them and im terrified of them while I am in but secretly love them at the same time I mean I have spent so long in them they are like a second home I never want to be hospitalized again but if I do something to be needed to go back then I would go back knowing that it s for a good reason am I need the help,Suicidal Reference
My Mum does the same and I m waiting for that phone call that tells me she s gone Please seek out a professional you can trust be honest open about all this The comfort you get now isn t worth the risk You matter You re stronger than you believe at the mo You ARE strong Your prescribed meds are enough so please think twice about playing Russian Roulette with OTC meds however you feel There MUST be somewhere to turn for support Wishing you all the best I ll be thinking of you 3,Suicidal Reference
p s I ve had severe anxiety depression sociophobia and very severe insomnia for several years reason private having a lot of professionals involved in my case a wonderful Support Worker amazing support from one special friend who shopped cooked and cleaned for me as well as 4 surgeries 18 months ago and was almost successful with a suicide attempt about 6 weeks ago Heigh ho,Suicidal Reference
My first thought is get to your Dr ASAP and let them know what you are feeling it has been reported that infusions of ketamine will eliminate suicidal thoughts for up to a week dont know if that will work for you but I would ask your obsession is sort of like a seisure not likely to get better on its own wont pretend to know what you are going through but some ssri s can cause these thoughts known in people under 20 yrs old might ask to switch to another ssri my symptom is fear not suicide,Suicidal Reference
Very true Been there done that Not proud of it either Ashamed Thanks to meds I m on now the mutilation part is over Just can t stabilize the depression,Suicidal Reference
These things you re going through and thinking of are heavy burdens My biggest concern is your self medicating and self harm That s a DEADLY combination Please please be honest with your Dr and flat out tell them when you can But first you really should go to the hospital and get care Please They can monitor you get you on meds that take away the thoughts and actions of self harm And that would be one less thing on your already overloaded plate I ve been there with both self medicating and self harm Suicidal thoughts ect The hospital will have resources to give you for support groups for all of your issues Take baby steps and yes break it down to one day at a time I even break it down to one minute at a time sometimes Don t be afraid to reach out like you re doing now It takes balls to do what you re doing You re on the right path Baby steps Reach out to all of us here Don t be afraid to pray and ask OUR HEAVENLY FATHER for help HE wants and EXPECTS to hear from you HE loves you HE will help you But be proud of yourself for taking this first step And remember if the Dr you have isn t working with you or for you find a new one It took me several before I finally found one I could be truly honest with I wish you the best my friend GOD BLESS,Suicidal Reference
Yea my son think about it all the time he would be better off died I just pray everything will be ok he s going through depression and anxiety really bad since my grandmother pass in 2015,Suicidal Reference
I have been close back in May in fact due to my sister s arguing while my father was battling cancer I even wound up in the psych ward for a week I like to call it The Looney Tunes Bin Since then my father has passed away due to this terrible disease I haven t been as close though even though my sisters are still fighting and have decided to put me in the middle I hate playing Dawn in the Middle One thing that anyone struggling with these tempting thoughts should keep in mind is the definition of SUICIDE It s really just A PERMANENT SOLUTION TO A TEMPORARY PROBLEM Lately when I get these types of thoughts these steps help 1 stuffed animal 2 crawl under a warm blanket 3 cry,Suicidal Reference
Well first let me say I m so sorry your feeling so badly And also I can definitely relate Story of my life U totally took the words out of my mouth going thru the exsAct same things you are not alone I understand I struggle daily with lack of self love and respect I m always suicidal and I want to end it all I have very few friends too I ve lost many friends to I m always feeling so alone and lonely omg I definitely think the world would be better off with out me and I always say it I m currently not working either just volunteering just social security so I just wanted to say everything your going they makes sense to me and I m here if u want to talk there are ppl who care and will take u serious,Suicidal Reference
right now prayer n self love honey hope this helps god bless you i know the struggle of tthe same all to well life WOULD MISS YOU regardless all the love,Suicidal Reference
Laurie Hollister thank you Since I lost my Therapy I ve had to find ways to cope on my own I know how it is to struggle with suicidal thoughts and I know the deep need to get help and want to just be ok If my advice can help then I m happy,Suicidal Reference
Distraction When I get like this I am my own worst enemy What I find best is to take myself out of my head until the phase passes Last Christmas I was the same way I was done Sounds stupid but I coloured every time the thoughts overwhelmed me The distraction allowed me time out of my own head until the adjustment in meds kicked in Please know that the world is NOT better off without you xxx,Suicidal Reference
I struggle with some of those things to I have bpd and depression Anxiety I have very intense worthlessness I feel completely mentally drained I m so close to ending it all I can relate to a lot of what ur going thru,Suicidal Reference
I don t know I struggle with it everyday my mom is In my living room in a hospital bed on hospice I know they r slowly killing her with morphine I don t see the point in her suffering y does God do this to people y isn t there a cure for cancer y do the good die young No point in life my mom is 57 Her mom died at 49 of lung cancer n now she is facing the same struggle when she goes I want to jump in the hole with her cause really what the hell is the point,Suicidal Reference
I ve gone from chronic depression with anxiety to bipolar severe mixed over 28 years My life just seems to get harder and harder Hospitalizations legal interventions partial hospitalizations therapy psychiatrists I live the stereotypes and myths of mental illness every single goddamn day And it hurts so badly I have no one left in my life except my loving and accepting sons who keep me going and I love so dearly They are the only positives left Everyone else lies to me judges dismisses and wants nothing to do with me I have to fight for everything in my life and I am exhausted and do not trust anyone anymore This is a horrible degrading expensive disease that literally has l ruined me and left me with little hope or happiness I m crying now My life is worthless I ve never been stable just get worse and worse If people only could feel the hate and indifference that is so intolerable that I want to die,Suicidal Reference
I m struggling badly atm I m on 1300mg of seroquel and it s stopped working for the last 2 months after being on this dose for 5 years I m going to bed at 10 11pm and am waking 3 4 times before I give up at 3am i want to give up I m losing the battle and my will to fight is gone and it s 7 weeks till I see my psyche and begin the dance for new meds again I just don t want to do this again,Suicidal Reference
Unfortunately there are some idiot therapists Took me years to find the right fit You mustn t give up If you are feeling severe anxiety please go to the emergency ward at the closest hospital Tell that you have had suicidal thoughts and feel overwhelmed and unsafe They will admit you even if it s overnight Usually a psychiatric nurse or doctor will assess you and give you out patient information Stay safe Hugs,Suicidal Reference
Ethan do you have a close friend a relative or a counselor that you can turn to in times of trouble You should likely have a personal safety plan prepared meaning you have someone to go be with when you feel especially depressed vulnerable or suicidal You definitely need to be seeing a doctor for your bipolar disorder if you aren t already It s an illness that needs to be medically treated You definitely can t change that by yourself It s like thinking that if you had cancer or diabetes you could just change it by wanting to or thinking hard enough about it That s not how it works You probably know that bipolar disorder is usually caused by chemical imbalances in the brain You need medications to help with getting your brain chemistry back on a healthy midline for you Your depression is probably causing you to have pervasive thoughts and thought loops just in case you don t know what that is as many people wouldn t that s when you get the same awful negative thoughts and memories playing over and over in your mind You try to get away from them but they often are intrusive and disturbing Depression is BAD about causing those You sound like you might also have a bit of PTSD from being bullied All of those things can be treated well and effectively You need to see a doctor If you are really thinking of running away or doing anything damaging to yourself please seek out help at a hospital There are people who can help you and who will care for you And Ethan I know this may be hard for you to believe right now but you NEVER deserved to be bullied You didn t ask for it The bullies were the ones who were 100 in the wrong and NOT you Please do not take to heart anything they may ve said about you Bullies deliberately try to find something to hurt their victims with Quite often they seem to know exactly where our vulnerabilities and insecurities lie and attack us there Here s the thing they re in the wrong and I m sure the things they said about you were cruel awful and negative I don t know you personally but I do know that no one and I mean this NO ONE deserves to be treated like that Please don t let them keep bullying you even now in your mind Whenever those thoughts and memories come back into your mind try to confront them Try to explain to yourself why those things were incorrect or why those people were wrong about you Rebuild your inner strength by focusing on all the GOOD that I m sure exists in you and all the good you ve done in your life Those bullies didn t know the real you the one deep inside Only you and those closest to you really know you So don t let these bullies and their stupid hatefulness steal another moment of your life from you Please get yourself some help for your bipolar and depression Those can be treated and you might find all those negative thoughts and memories eventually fade with treatment You have only my very best wishes for a better future,Suicidal Reference
I am a recovering self harmer I see it as being like an alcoholic You are never really over it First of all I strongly encourage you to seek out a crisis hotline in your area Please therapy can really help For more immediate relief I used this method and it will sound weird squeeze ice cubes They give a burning sensation which gives you that pain feeling but doesn t have a lasting injury And the actual physical force of squeezing them released tension and stress for me I hope this helps I would also draw what I wanted to cut instead of actually cutting,Suicidal Reference
Hugs I also struggle with self harm and suicidal thoughts I wish I knew how old you are so I could try to help,Suicidal Reference
First off you need to report your boss Nobody and I mean NOBODY in the authoritive position should be using words of profanity much less belittle any employee Go as high up the chain of command until you find someone who will listen and investigate it Record it and send it via email if you have to As for you re seeing a therapist GO I can t stress that enough It s not anyone around you whose life is at jeopardy It s YOURS You need professional help There should be some kind of hotline for crisis you can call on yourself If not go to the emergency room Please do this for yourself Your life matters and you matter Get some help now I am not a cutter but I do understand as I know people who have cut on themselves The feeling of trying to escape from the pain inside only to project that pain on the outside as a means of escape You can message me any time you need to Just get that help you are desperately crying out for before it s too late,Suicidal Reference
Hes saying bullshit Not everyone has depression He doesnt understand anything I have depression and anxiety since basically I could talk and I know how hard it is to fake a happy act I get rages from my Intermittent Explosive Disorder and cutting is the only thing that calms me down Also I cut from guilt costing money and feeling such a burden Ive been trying to stop but it s not working it s just who I am If your friends won t accept that I m here for you Drown yourself in fav music You arent worthless to me Stay alive for me I don t want you to die I ve been suicidal since 8 yrs old that was my first attempt and last year I basically died My body wasn t functioning and I was walking around out of my body I was terrified pls stay here for me 3,Suicidal Reference
I ve dealt with self harming too in more ways than one I purposely bruise myself to relief anger and hate yet at the same time how much hurt I feel for even existing I also deal with more suicidal thoughts more frequently and hell I m only 17 My mum wasn t supportive at first she constantly yelled at me for even the smallest things and my doctor and psychiatrists say that it s just a way of attention seeking and is greedy because it s causing more pain for others than myself I personally feel that no one understand the amount of emotional pain the smallest things effect me My mum only noticed how bad my mental state had gotten when I attempted suicide and kept telling her how much I wanted to die At first she just told me it was teen thing as did the doctors But then I was diagnosed with clinical depression however I feel as if it s more than depression because I have traits of bipolar too I didn t self diagnose myself I know others that are bipolar and they say some of my symptoms are like theirs too Now dear I know it s hard and I m sure many of us have been in your situation before but just know you re not alone in any of this yes people will judge but that shouldn t determine who you really are No one knows you better than yourself Don t let others drag you down and I think your mother should come to some sort of understanding that you re suffering with some mental issues sorry if that comes along rude or anything like that but instead of yelling at you she should comfort you reassure you and so on and not yell In my personal experience after cutting my wrists and thighs I felt terrible guilt and I wanted to stop so badly but didn t want to feel nothing because cutting myself made me feel something I still wanted to stop so what I did was I d get an elastic band or hair band and keep it around my wrist and just ping the hair band elastic band onto my wrist or arm as hard as I could and it may leave a red mark but it won t scar or anything Take deep breathes too 5 seconds inhaling 7 seconds exhaling and continue until you feel okay Crying is also okay to do you re human so it s okay to cry If you feel alone remember you re not alone There are people out there who are just like you whether you know them or not It ll all get better eventually I assure you sweetheart I hope my words have some sort of help for you And I m sorry also if I made it seem all about me I just wanted to show you that you re not alone,Suicidal Reference
Mental illness is so misunderstood by the average person who does not have it or knows anyone close to them who is dealing with it I hope you are talking with a psychatrist or therapist They can put u in touch with the right kind of therapy Sometimes you are the kind of person that can not hold down a job where other ppl are involved with your daily activities If your mental health is taking over all your work time and home time I would suggest you should seek out ssdi or ssi benefits You need more counseling and therapy for yourself You need to work on yourself right now The stress of work is maybe to much right now The psycharist will help explain why u cut and how to get another outlet instead of harming yourself If your work is making you turn to doing this you need to stop going there I know it s easier said then done Try to work on what i said earlier in this post The less stress for you would help alot You cannot change how other ppl perceive you or what they think And thats ok You have to take care of yourself right now You can though remove yourself from these situations where you won t be mocked or where they just don t understand it If u are living with your mom Go to a psycharist at the states financial help Every state has a program for low income If u leave your job I know it will be hard but seems like you need to start with a psycharist Doing what you are doing everyday is not getting u anywhere Try something different by the suggestions i would take Sorry your mother is not more supportive Some ppl are incapable of understanding it sorry to say Even family Hope this helps God Bless,Suicidal Reference
I was a cutter for 12 years have not cut now for 6 years It is an addiction and it actually helps to treat it as such on the road to your recovery Start with trying 1 day without cutting and go from there Have a reward system in place for when you succeed There will be stumbles but keep pushing through I suffer from cptsd and bipolar i still get urges to self harm when im overwhelmed But when i do i look at my scars and just how far i have come You CAN do it you will move past it And you WILL be stronger for it All the best xx,Suicidal Reference
Weekly therapy proper medication can improve depression dramtically no shame in meds dont let anyone tell you this they ve saved my life i am recovering cutter too I ve actually at my worst cut the word alone into my arm because I ve felt very much like you My coping me hanism is i take a sharpie and write messages to myself on my arm such as stay strong or have hope I also wear two bracelets that I never take off that say hope and warrior know you re not alone i dropped all religion when in phsch ward best thing i ever did if it makes you feel bad about yourself it needs to go job family religion etc Its not easy to do trust me i know don t speak to parents and recently gave up good paying job to flip burgers but guess what my old manager was a an asshat who insulted me daily and Now I m both free and happier Its a lifelong struggle and they ll always be bad days but it does get better with proper treatment and medication You are loved and matter to me even though i don t know you i understand,Suicidal Reference
You are not alone in this fight i also suffer from depression and anxiety I understand the pain of no one else understanding what I m going through but let me tell you it gets better I know this because I almost took my life last night If it weren t for my aunt then I wouldn t be here I also know the joy of cutting But truly it s a way to cope with your emotions If you want to talk you can talk to me I ll always listen,Suicidal Reference
I stopped because I had children and was worried if anyone told it would be possible I might get my babies taken away I have 3 nieces and I have seen the marks on all of them and I feel guilty like I was a bad influence on them I have scars and it is embarrassing for me The best advice I can give is to talk to someone you trust who won t be all judgemental on you Someone who will let you het your emotions out so you don t feel the need to take it out on yourself Therapy really helps too but it seems that may be an issue for you financially Maybe look up a support group for help then Also in therapy they teach you coping methods of things to help you keep from harming yourself Exp journaling listen to music go for a walk do some art work or call a friend Whatever helps you personally Every one is different Good luck to you,Suicidal Reference
I currently struggle with this and have for over 20 years I also think DBT is a great way to go as far as learning new coping skills when you can get the help Personally I have found that drawing on myself with red markers or squeezing ice helps a bit Sometimes if I have old clothes I don t wear anymore I slash or rip them I used to pick up henna kits because it s kind of like making scabs I hope you can get the therapy that will help you There are people who understand though I know it doesn t feel that way right now Depression lies to us that way Oh and a lot of people are posting the hotline which is great but if you re like me and uncomfortable talking in the phone there is a text line 741741 Big hugs and thank you for speaking up and advocating for yourself,Suicidal Reference
Self harm addict for over 15 years It s tricky becuase you cant talk with others in fear of triggering them I found rather then trying to stop how can I regulate and get to sobriety I am at the point where I go years apart and it took a long time but anyone can get there You ve probably heard this a lot but DBT is ur best bet to learn to live with it You have to want to own it and cope otherwise it doesn t work My biggest helper was a mental health box I put chocalate photos red washable marker scented candle and lotion ect items to help you cope and ground yourslef If you can touch ground you can usually get urslef threw next craving Coping mechanisms are learned then you have to use them I used think they were silly Try this and don t work then not for you Freeze a bunch of red koolaid ice cubes or if u got it fake blood When i would get a craving I would push the ice hard against my skin where I hurt and it melt looking like bleeding The ice is so cold you even get numb sensation where you push Also can try drawing red lines then do the red ice you get more effect Afterwards I d clean up and put kid bandaids all over where I did it worked for me can t hurt to try no pun intended,Suicidal Reference
The following things i have done to help me over the years 1 i wear a hair band or rubber band on my wrist and snap it when feeling the urge 2 Rub an ice cube on my forearm or inner thigh when feeling the urge it helps with the numbing 3 I trimmed down my nails Also i see a therapist weekly and I m in a bipolar depression anxiety therapy group every sat morning I haven t had the urges in a few years but i have learned to recognize my triggers and how to de escalate before it goes beyond my control i had to set limits in my life and cut people and things out of my life triggers,Suicidal Reference
NOT everyone has depression Your boss is a twit Depression is an illness That s like saying that everyone has heart disease or diabetes He s an idiot About self harm Quite often self harm is caused by a need to have control in one s own life a feeling of helplessness that combines with depression for a very nasty mix It s time you got some control back 1 This is of the utmost importance Get a new job There s absolutely NO reason to put up with verbal abuse from an employer He should show more professionalism You shouldn t have to put up with it I know it s scary but you ll feel more in control of your life if you start looking for a new job I ve worked a lot in my life and I ve only ever had ONE boss who thought it was okay to cuss her employees First time she did it to me I quit that moment Please don t put up with that crap It s apparent the job doesn t give you insurance so there s no reason for you to be there when you can find something better Maybe your next job shouldn t be as a customer service rep It doesn t seem to be a good fit for you personally especially at this point in your life Look into doing things you d love instead 2 FRIENDS don t just run away when things get rough TRUE friends will do what they can to help you Maybe it s time you assessed the people you have been hanging around You need to find new friends real ones but you can t do that until you get your depression under control 3 Go back to church There has to be like the little volunteer lady or the Pastor or his wife or someone who is known for being compassionate Talk to them If nothing else ask to talk to your pastor for spiritual counseling It s free and it might help you somewhat if nothing else you d have someone to talk to for a bit about what you re feeling 4 Check into local mental health resources that might be available for cheap or free in your area There may be a support group you can join You don t have to be alone Depression is an ILLNESS It is systemic It starts in the mind but it s not long before it takes control of the entire body You need to have it treated like you would if you had pneumonia or diabetes or any other serious illness You d go to the doctor for it If you must go to an ER If there s a charity hospital in your town go to their ER You desperately need to be treated for your depression You might need medications Depression is often caused by chemical imbalances in a person s brain You can t sleep it off It doesn t work that way That d be like telling the person with diabetes a chemical imbalance dealing with the pancreas that they can just sleep it away That s not how any of this works If you take nothing else from my post please remember this Depression is a LIAR It lies to you about your worth your own abilities your life and the people who love you It tells you that no one cares It says that everyone hates you or that they d be better off without you It whispers that you will never be good enough or that you ll never amount to anything or your dreams for your life will never be fulfilled These are LIES It says the same type of things to every sufferer Those lies play like a broken record in your mind You need to get away from them Medication and therapy would do a lot for you If you re cutting a LOT you may need some hospital time It would definitely make people in your life take you more seriously when you say that you re sick Don t kill yourself or anything like that please Keep reaching out There are people who will respond who are willing to be there for you The world is a big place with a lot of wonderful people in it who would help you care for you and be there for you Just keep trying,Suicidal Reference
I also feel so anxious And sometimes ask if God still loves me because of my self harm addiction But deep inside i love God Thanks for your advice Madeline,Suicidal Reference
I was here with no insurance and no hope I went to the ER and committed my self my cutting scars are getting fainter as I age but I struggle every Day the hospital got me connected with Dr and programs that are free OR sponsored please your understood you matter you can find another job OR take a leave of absence please the hospital signed off my bills for hardship you are the one step from away from the right direction take It you are here,Suicidal Reference
First of all if your boss is using offensive words you need to go higher Is there a human resources department or a union rep or someone you can confide in That should not ever be something an employee goes through whether you re dealing with your own personal issues or not Do not believe what he said about venting That was entirely uncalled for If you have close friends or a family member or sibling you trust please PLEASE reach out People will surprise you That s one issue I struggle with my partner surprised me when I told him I had an episode this weekend he was genuinely worried and told me to call him next time he s away for work Do you draw or have any extra curriculars artistic talents or other hobbies What about something like ripping paper when you get the urge to cut Have you seen a doctor or psychiatrist counsellor I encourage you to add that to your list it won t solve your problems but having that unbiased person you can talk to may help you make the changes you need Please find the emergency numbers for your area there s several online resources you can even do online counselling if you re worried or not up for face to face I hope you know you are not insignificant You re someone s child friend and so much more The negative thoughts are one voice right now they re just much louder than the positive voice Take care and hugs,Suicidal Reference
I battle with bipolar disorder 2 anxiety and depression and it s tough but you can t hold your feelings in you have to tell your family and friends anyone that will listen I tried ending my life 2yrs ago but God must of had a plan for me cause I m still here I m on alot of medication eating right taking the right medicine and talking to your Dr or therapist is very important If you ever want to talk look me up Sherry Vaughn on messenger I would be glad to talk to you Good luck,Suicidal Reference
Do you have a loved one a significant other I just started therapy and that seems to be helping me although the last couple days been horrible for me as well just mustering the energy to get up out of bed sometimes as ugh I do it because I have 3 kids that I love dearly and a fiance that I adore You can trust me when I say almost everybody has thought about ending their battle once in their life Which is very saddening because life goes so fast and there s so much amazing things in it to experience if we allow ourselves I m here if you want to talk,Suicidal Reference
